id,"Comp. Word",Frequency,"Grammatical Feature",Pronunciation,"English Translation",Position,Kanji,KanjiID
26814,射倖,1,"general noun",syakoo,speculation,L,射,846
1410,発射,7800,"light-verb -suru attached",hassya,firing,R,射,846
2735,注射,3045,"light-verb -suru attached",tyuusya,injection,R,射,846
3084,放射,2546,"light-verb -suru attached",hoosya,radiation,R,射,846
4957,反射,1126,"light-verb -suru attached",hansya,reflection,R,射,846
5010,乱射,1109,"light-verb -suru attached",ransya,"random shooting",R,射,846
5790,照射,817,"light-verb -suru attached",syoosya,exposure,R,射,846
6585,噴射,618,"light-verb -suru attached",hunsya,jet,R,射,846
10921,直射,170,"light-verb -suru attached",tyokusya,"direct fire",R,射,846
12279,伏射,119,"general noun",hukusya,"shooting lying prone",R,射,846
12561,掃射,110,"light-verb -suru attached",soosya,"sweeping with fire",R,射,846
13078,試射,95,"light-verb -suru attached",sisya,"test firing",R,射,846
14260,日射,69,"general noun",nissya,"solar radiation",R,射,846
14717,投射,61,"light-verb -suru attached",toosya,projection,R,射,846
15870,連射,45,"light-verb -suru attached",rensya,rapid-fire,R,射,846
17044,速射,32,"light-verb -suru attached",sokusya,"quick firing",R,射,846
17484,出射,28,"light-verb -suru attached",syussya,output,R,射,846
20530,騎射,11,"light-verb -suru attached",kisya,"shooting on horseback",R,射,846
21465,輻射,9,"light-verb -suru attached",hukusya,radiation,R,射,846
23249,入射,5,"light-verb -suru attached",nyuusya,incidence,R,射,846
26457,曲射,1,"general noun",kyokusya,"high-angle fire",R,射,846
19190,捨象,17,"light-verb -suru attached",syasyoo,abstraction,L,捨,847
19821,捨石,14,"general noun",suteisi,"ornamental garden stone",L,捨,847
22060,捨身,7,"general noun",syasin,"renouncing the flesh or the world",L,捨,847
24415,捨子,3,"general noun",sutego,"abandoned child",L,捨,847
26815,捨鉢,1,"adjectival noun, na-adjective",sutebati,desperation,L,捨,847
15132,喜捨,54,"light-verb -suru attached",kisya,almsgiving,R,捨,847
17874,取捨,25,"light-verb -suru attached",syusya,choice,R,捨,847
13629,赦免,82,"light-verb -suru attached",syamen,remission,L,赦,848
5940,容赦,777,"light-verb -suru attached",yoosya,pardon,R,赦,848
6832,恩赦,571,"general noun",onsya,amnesty,R,赦,848
12179,特赦,122,"light-verb -suru attached",tokusya,amnesty,R,赦,848
15608,大赦,48,"general noun",taisya,amnesty,R,赦,848
4448,斜面,1370,"general noun",syamen,slope,L,斜,849
10145,斜陽,210,"general noun",syayoo,"setting sun",L,斜,849
15226,斜線,53,"general noun",syasen,"oblique line",L,斜,849
17872,斜視,25,"general noun",syasi,squint,L,斜,849
22061,斜光,7,"general noun",syakoo,"slanting rays of light",L,斜,849
23704,斜影,4,"general noun",syaei,"slanted or oblique shadow",L,斜,849
23705,斜坑,4,"general noun",syakoo,"inclined shaft",L,斜,849
24416,斜体,3,"general noun",syatai,italic,L,斜,849
24417,斜辺,3,"general noun",syahen,"oblique line",L,斜,849
4549,傾斜,1313,"light-verb -suru attached",keisya,inclination,R,斜,849
6788,煮物,581,"light-verb -suru attached",nimono,"food cooked by boiling or stewing",L,煮,850
10657,煮汁,182,"general noun",niziru,broth,L,煮,850
12557,煮干,110,"general noun",nibosi,"dried sardines",L,煮,850
14298,煮豆,68,"general noun",nimame,"cooked beans",L,煮,850
14638,煮沸,62,"light-verb -suru attached",syahutu,"boiling up",L,煮,850
9957,雑煮,222,"general noun",zooni,"soup containing rice cakes and vegetables",R,煮,850
13763,佃煮,79,"general noun",tukudani,"preserved food boiled in soy",R,煮,850
18758,甘煮,19,"general noun",umani,"fish, meat, and vegetables stewed in a thick, sweet sauce of soy sauce, sugar and mirin",R,煮,850
23689,旨煮,4,"general noun",umani,"fish, meat, and vegetables stewed in a thick, sweet sauce of soy sauce, sugar and mirin",R,煮,850
25696,潮煮,2,"general noun",usioni,"fish, shellfish, etc. boiled in salted water",R,煮,850
4110,遮断,1577,"light-verb -suru attached",syadan,isolation,L,遮,851
11079,遮音,163,"light-verb -suru attached",syaon,soundproofing,L,遮,851
14299,遮光,68,"light-verb -suru attached",syakoo,shade,L,遮,851
24420,遮蔽,3,"light-verb -suru attached",syahei,screen,L,遮,851
947,謝罪,12361,"light-verb -suru attached",syazai,apology,L,謝,852
4053,謝礼,1610,"general noun",syarei,reward,L,謝,852
6046,謝意,750,"general noun",syai,gratitude,L,謝,852
13122,謝辞,94,"general noun",syazi,thanks,L,謝,852
14516,謝金,64,"general noun",syakin,reward,L,謝,852
14698,謝恩,61,"light-verb -suru attached",syaon,gratitude,L,謝,852
19598,謝絶,15,"light-verb -suru attached",syazetu,refusal,L,謝,852
26816,謝状,1,"general noun",syazyoo,"thank-you letter",L,謝,852
1014,感謝,11616,"light-verb -suru attached",kansya,thanks,R,謝,852
3386,陳謝,2219,"light-verb -suru attached",tinsya,apology,R,謝,852
4069,慰謝,1602,"light-verb -suru attached",isya,consolation,R,謝,852
6361,代謝,669,"light-verb -suru attached",taisya,renewal,R,謝,852
12188,月謝,121,"general noun",gessya,"monthly tuition fee",R,謝,852
17158,薄謝,31,"general noun",hakusya,"small consideration",R,謝,852
20369,深謝,12,"light-verb -suru attached",sinsya,"deep appreciation or gratitude",R,謝,852
20739,報謝,11,"light-verb -suru attached",hoosya,"repaying a favor",R,謝,852
23180,多謝,5,"light-verb -suru attached",tasya,"many thanks",R,謝,852
4974,邪魔,1120,"light-verb -suru attached",zyama,hindrance,L,邪,853
8952,邪魔,298,"adjectival noun, na-adjective",zyama,hindrance,L,邪,853
10051,邪悪,216,"adjectival noun, na-adjective",zyaaku,wicked,L,邪,853
12380,邪道,115,"general noun",zyadoo,"evil course",L,邪,853
14580,邪気,63,"general noun",zyaki,maliciousness,L,邪,853
15032,邪推,56,"light-verb -suru attached",zyasui,distrust,L,邪,853
16333,邪教,39,"general noun",zyakyoo,heresy,L,邪,853
16334,邪念,39,"general noun",zyanen,"wicked thought",L,邪,853
16832,邪険,34,"adjectival noun, na-adjective",zyaken,cruelty,L,邪,853
19192,邪心,17,"general noun",zyasin,"wicked heart",L,邪,853
20900,邪神,10,"general noun",zyasin,"an evil god",L,邪,853
21640,邪恋,8,"general noun",zyaren,"illicit love",L,邪,853
23065,邪宗,5,"general noun",zyasyuu,heresy,L,邪,853
24422,邪淫,3,"general noun",zyain,lewdness,L,邪,853
24423,邪見,3,"general noun",zyaken,"evil point of view",L,邪,853
24424,邪慳,3,"adjectival noun, na-adjective",zyaken,cruelty,L,邪,853
26818,邪智,1,"general noun",zyati,"knowledge applied to evil purposes",L,邪,853
2703,風邪,3116,"general noun",kaze,"common cold",R,邪,853
16534,正邪,37,"general noun",seizya,"right and wrong",R,邪,853
25793,破邪,2,"general noun",hazya,"crushing evil",R,邪,853
8049,蛇行,390,"light-verb -suru attached",dakoo,meandering,L,蛇,854
8571,蛇口,335,"general noun",zyaguti,faucet,L,蛇,854
17357,蛇足,29,"general noun",dasoku,redundancy,L,蛇,854
17358,蛇腹,29,"general noun",zyabara,bellows,L,蛇,854
21639,蛇体,8,"general noun",zyatai,"body of a snake",L,蛇,854
24421,蛇蝎,3,"general noun",dakatu,"and scorpion",L,蛇,854
25417,蛇籠,2,"general noun",zyakago,gabion,L,蛇,854
26817,蛇管,1,"general noun",zyakan,coil,L,蛇,854
8790,長蛇,313,"general noun",tyooda,"long snake",R,蛇,854
12357,大蛇,116,"general noun",oroti,"big snake",R,蛇,854
15936,毒蛇,44,"general noun",dokuhebi,"poisonous snake",R,蛇,854
16200,白蛇,41,"general noun",sirohebi,"albino Japanese rat snake",R,蛇,854
25215,金蛇,2,"general noun",kanahebi,lacertid,R,蛇,854
26312,海蛇,1,"general noun",umihebi,"sea snake",R,蛇,854
27926,蟒蛇,1,"general noun",uwabami,"large snake",R,蛇,854
7458,尺度,473,"general noun",syakudo,"linear measure",L,尺,855
8613,尺八,330,"general noun",syakuhati,shakuhachi,L,尺,855
21225,尺牘,9,"general noun",sekitoku,letter,L,尺,855
13889,縮尺,76,"light-verb -suru attached",syukusyaku,"reduced scale",R,尺,855
16593,間尺,36,"general noun",masyaku,marked,R,尺,855
25108,巻尺,2,"general noun",makizyaku,"tape measure",R,尺,855
25203,曲尺,2,"general noun",kyokusyaku,"carpenter's square",R,尺,855
25260,鯨尺,2,"general noun",kuzirazyaku,"long foot",R,尺,855
25682,着尺,2,"general noun",kizyaku,"standard length of material used in a kimono",R,尺,855
27845,咫尺,1,"light-verb -suru attached",siseki,"very short distance",R,尺,855
1370,借金,8016,"light-verb -suru attached",syakkin,debt,L,借,856
5239,借款,1013,"general noun",syakkan,loan,L,借,856
8187,借家,374,"general noun",syakuya,"house for rent",L,借,856
8861,借地,306,"general noun",syakuti,"leased land",L,借,856
8983,借用,295,"light-verb -suru attached",syakuyoo,borrowing,L,借,856
16000,借景,43,"general noun",syakkei,"making use of the surrounding landscape as a part of the design of a garden",L,借,856
16921,借料,33,"general noun",syakuryoo,"rent money",L,借,856
17359,借財,29,"light-verb -suru attached",syakuzai,loan,L,借,856
23707,借銭,4,"general noun",syakusen,debt,L,借,856
25418,借主,2,"general noun",karinusi,borrower,L,借,856
26819,借間,1,"general noun",syakuma,"rented room",L,借,856
26820,借覧,1,"light-verb -suru attached",syakuran,"borrowing and reading",L,借,856
8330,貸借,360,"light-verb -suru attached",taisyaku,loan,R,借,856
9534,賃借,249,"light-verb -suru attached",tinsyaku,hiring,R,借,856
13226,拝借,92,"light-verb -suru attached",haisyaku,borrowing,R,借,856
15925,租借,44,"light-verb -suru attached",sosyaku,lease,R,借,856
19000,寸借,18,"general noun",sunsyaku,"small loan",R,借,856
20506,仮借,11,"light-verb -suru attached",kasyaku,borrowing,R,借,856
23160,前借,5,"light-verb -suru attached",zensyaku,"getting an advance",R,借,856
27301,転借,1,"light-verb -suru attached",tensyaku,subtenancy,R,借,856
7778,酌量,427,"light-verb -suru attached",syakuryoo,consideration,L,酌,857
23066,酌婦,5,"general noun",syakuhu,barmaid,L,酌,857
10810,晩酌,175,"light-verb -suru attached",bansyaku,"drink at home with the evening meal",R,酌,857
13918,斟酌,76,"light-verb -suru attached",sinsyaku,consideration,R,酌,857
18619,手酌,20,"general noun",tezyaku,"helping oneself to a drink",R,酌,857
20700,独酌,11,"light-verb -suru attached",dokusyaku,"drinking alone",R,酌,857
22044,参酌,7,"light-verb -suru attached",sansyaku,"comparison and choosing the good",R,酌,857
23259,媒酌,5,"light-verb -suru attached",baisyaku,matchmaking,R,酌,857
1976,釈放,4891,"light-verb -suru attached",syakuhoo,release,L,釈,858
2411,釈明,3710,"light-verb -suru attached",syakumei,explanation,L,釈,858
10271,釈迦,203,"general noun",syaka,,L,釈,858
14898,釈然,58,"general noun",syakuzen,"fully satisfied",L,釈,858
15227,釈尊,53,"general noun",syakuson,Sakyamuni,L,釈,858
26821,釈義,1,"general noun",syakugi,exegesis,L,釈,858
1539,解釈,6902,"light-verb -suru attached",kaisyaku,explanation,R,釈,858
3849,保釈,1775,"light-verb -suru attached",hosyaku,bail,R,釈,858
8640,注釈,328,"light-verb -suru attached",tyuusyaku,notes,R,釈,858
9655,会釈,240,"light-verb -suru attached",esyaku,nod,R,釈,858
12606,講釈,108,"light-verb -suru attached",koosyaku,lecture,R,釈,858
16404,希釈,38,"light-verb -suru attached",kisyaku,dilution,R,釈,858
17111,語釈,31,"general noun",gosyaku,"interpretation of a word",R,釈,858
18185,新釈,23,"general noun",sinsyaku,"new interpretation",R,釈,858
18229,評釈,23,"light-verb -suru attached",hyoosyaku,commentary,R,釈,858
22174,註釈,7,"light-verb -suru attached",tyuusyaku,notes,R,釈,858
23877,帝釈,4,"general noun",taisyaku,"Sakra devanam Indra",R,釈,858
15291,爵位,52,"general noun",syakui,peerage,L,爵,859
9651,伯爵,241,"general noun",hakusyaku,count,R,爵,859
10947,男爵,169,"general noun",dansyaku,baron,R,爵,859
12378,公爵,115,"general noun",koosyaku,prince,R,爵,859
13075,侯爵,95,"general noun",koosyaku,marquis,R,爵,859
18024,子爵,24,"general noun",sisyaku,viscount,R,爵,859
24270,勲爵,3,"general noun",kunsyaku,"peerage and order of merit",R,爵,859
25042,栄爵,2,"general noun",eisyaku,peerage,R,爵,859
26895,叙爵,1,"general noun",zyosyaku,"conferring a peerage",R,爵,859
26986,人爵,1,"general noun",zinsyaku,"worldly honors",R,爵,859
613,若者,18974,"general noun",wakamono,"young man",L,若,860
835,若手,14271,"general noun",wakate,"young person",L,若,860
3677,若年,1935,"general noun",zyakunen,youth,L,若,860
4658,若干,1262,"possible to use as an adverb",zyakkan,some,L,若,860
6351,若松,670,"general noun",wakamatu,"young pine",L,若,860
7695,若葉,437,"general noun",wakaba,"new leaves",L,若,860
10259,若草,204,"general noun",wakakusa,"green grass",L,若,860
13887,若造,76,"general noun",wakazoo,youngster,L,若,860
13938,若木,75,"general noun",wakagi,"young tree",L,若,860
14363,若人,67,"general noun",wakoodo,"young person",L,若,860
14699,若衆,61,"general noun",wakasyu,"young man",L,若,860
15370,若菜,51,"general noun",wakana,"young greens or herbs",L,若,860
15905,若気,44,"adjectival noun, na-adjective",wakage,"youthful impetuosity",L,若,860
16082,若芽,42,"general noun",wakame,sprouts,L,若,860
16833,若殿,34,"general noun",wakatono,"young lord",L,若,860
17021,若輩,32,"general noun",zyakuhai,"young person",L,若,860
17480,若水,28,"general noun",wakamizu,"first water drawn from a well on New Year's Day",L,若,860
17602,若君,27,"general noun",wakagimi,"young lord or prince",L,若,860
18032,若鮎,24,"general noun",wakaayu,sweetfish,L,若,860
18617,若紫,20,"general noun",wakamurasaki,"light purple",L,若,860
22064,若党,7,"general noun",wakatoo,foot-man,L,若,860
22065,若様,7,"general noun",wakasama,"young master",L,若,860
22526,若僧,6,"general noun",wakazoo,youngster,L,若,860
23708,若布,4,"general noun",wakame,wakame,L,若,860
23709,若緑,4,"general noun",wakamidori,"fresh green",L,若,860
12077,杜若,125,"general noun",kakitubata,"rabbitear iris",R,若,860
15147,自若,54,"general noun",zizyaku,self-possessed,R,若,860
15254,般若,53,"general noun",hannya,prajna,R,若,860
15634,老若,48,"general noun",roonyaku,"young and old",R,若,860
3517,弱者,2085,"general noun",zyakusya,"weak person",L,弱,861
4004,弱点,1644,"general noun",zyakuten,"weak point",L,弱,861
4853,弱体,1166,"adjectival noun, na-adjective",zyakutai,weak,L,弱,861
7349,弱気,490,"general noun",yowaki,timid,L,弱,861
7731,弱音,433,"general noun",yowane,complaints,L,弱,861
8042,弱腰,391,"general noun",yowagosi,"weak attitude",L,弱,861
8780,弱火,314,"general noun",yowabi,simmering,L,弱,861
8941,弱気,299,"adjectival noun, na-adjective",yowaki,timid,L,弱,861
9664,弱小,240,"adjectival noun, na-adjective",zyakusyoo,puniness,L,弱,861
10451,弱毒,194,"general noun",zyakudoku,"weak poison",L,弱,861
10606,弱視,185,"general noun",zyakusi,amblyopia,L,弱,861
13888,弱虫,76,"general noun",yowamusi,coward,L,弱,861
13984,弱冠,74,"general noun",zyakkan,"aged 20",L,弱,861
15671,弱酸,47,"general noun",zyakusan,"weak acid",L,弱,861
20901,弱電,10,"general noun",zyakuden,"weak electric current",L,弱,861
23067,弱化,5,"light-verb -suru attached",zyakka,weakening,L,弱,861
24425,弱国,3,"general noun",zyakkoku,"weak country",L,弱,861
25420,弱味,2,"general noun",yowami,weakness,L,弱,861
26824,弱震,1,"general noun",zyakusin,"mild earthquake",L,弱,861
26825,弱卒,1,"general noun",zyakusotu,"cowardly soldier",L,弱,861
26826,弱年,1,"general noun",zyakunen,youth,L,弱,861
5544,衰弱,901,"light-verb -suru attached",suizyaku,weakness,R,弱,861
7660,脆弱,442,"adjectival noun, na-adjective",zeizyaku,frail,R,弱,861
8713,強弱,321,"general noun",kyoozyaku,strength,R,弱,861
8821,病弱,310,"adjectival noun, na-adjective",byoozyaku,"weak constitution",R,弱,861
9037,貧弱,290,"adjectival noun, na-adjective",hinzyaku,poor,R,弱,861
11038,軟弱,165,"adjectival noun, na-adjective",nanzyaku,weakness,R,弱,861
12221,気弱,120,"adjectival noun, na-adjective",kiyowa,timid,R,弱,861
12601,虚弱,108,"adjectival noun, na-adjective",kyozyaku,feebleness,R,弱,861
12957,微弱,99,"adjectival noun, na-adjective",bizyaku,feeble,R,弱,861
14433,薄弱,66,"adjectival noun, na-adjective",hakuzyaku,feebleness,R,弱,861
17034,色弱,32,"general noun",sikizyaku,"slight color-blindness",R,弱,861
18141,気弱,23,"general noun",kiyowa,timid,R,弱,861
19046,軟弱,18,"general noun",nanzyaku,weakness,R,弱,861
20712,薄弱,11,"general noun",hakuzyaku,feebleness,R,弱,861
20722,貧弱,11,"general noun",hinzyaku,poor,R,弱,861
21786,文弱,8,"general noun",bunzyaku,"attraction to books or learning",R,弱,861
21883,胃弱,7,"general noun",izyaku,dyspepsia,R,弱,861
23087,柔弱,5,"adjectival noun, na-adjective",nyuuzyaku,weakness,R,弱,861
23824,惰弱,4,"adjectival noun, na-adjective",dazyaku,apathetic,R,弱,861
24600,惰弱,3,"general noun",dazyaku,apathetic,R,弱,861
24712,年弱,3,"general noun",tosiyowa,"child born in last half of the year",R,弱,861
24755,微弱,3,"general noun",bizyaku,feeble,R,弱,861
27536,文弱,1,"adjectival noun, na-adjective",bunzyaku,"attraction to books or learning",R,弱,861
27717,幼弱,1,"adjectival noun, na-adjective",yoozyaku,"young and weak",R,弱,861
27804,劣弱,1,"adjectival noun, na-adjective",retuzyaku,inferiority,R,弱,861
13857,寂寥,77,"general noun",sekiryoo,loneliness,L,寂,862
15228,寂光,53,"general noun",zyakkoo,"light of wisdom",L,寂,862
20342,寂寞,12,"general noun",sekibaku,loneliness,L,寂,862
23710,寂然,4,"general noun",zyakunen,lonely,L,寂,862
25419,寂滅,2,"light-verb -suru attached",zyakumetu,nirvana,L,寂,862
26822,寂々,1,"general noun",sekiseki,sad,L,寂,862
26823,寂寂,1,"general noun",sekiseki,sad,L,寂,862
8965,静寂,297,"general noun",sizima,silence,R,寂,862
9750,静寂,235,"adjectival noun, na-adjective",seizyaku,silence,R,寂,862
22211,入寂,7,"light-verb -suru attached",nyuuzyaku,"death of a priest",R,寂,862
25132,閑寂,2,"general noun",kanzyaku,quiet,R,寂,862
26367,閑寂,1,"adjectival noun, na-adjective",kanzyaku,quiet,R,寂,862
26823,寂寂,1,"general noun",sekiseki,sad,R,寂,862
719,手術,16350,"light-verb -suru attached",syuzyutu,operation,L,手,863
1126,手紙,10396,"general noun",tegami,letter,L,手,863
1184,手法,9666,"general noun",syuhoo,technique,L,手,863
1252,手段,8952,"general noun",syudan,means,L,手,863
1501,手当,7127,"light-verb -suru attached",teate,salary,L,手,863
2169,手前,4280,"general noun",temae,before,L,手,863
2773,手配,2999,"light-verb -suru attached",tehai,arrangement,L,手,863
2864,手順,2860,"general noun",tezyun,process,L,手,863
3017,手口,2631,"general noun",teguti,"modus operandi",L,手,863
3102,手帳,2519,"general noun",tetyoo,notebook,L,手,863
3251,手足,2345,"general noun",teasi,"one's hands and feet",L,手,863
3425,手腕,2180,"general noun",syuwan,ability,L,手,863
3651,手元,1956,"general noun",temoto,"at hand",L,手,863
3668,手間,1940,"general noun",tema,time,L,手,863
3815,手軽,1806,"adjectival noun, na-adjective",tegaru,easy,L,手,863
4227,手首,1503,"general noun",tekubi,wrist,L,手,863
4363,手記,1408,"light-verb -suru attached",syuki,note,L,手,863
4661,手話,1261,"general noun",syuwa,"sign language",L,手,863
5240,手本,1013,"general noun",tehon,copybook,L,手,863
5773,手錠,821,"general noun",tezyoo,handcuffs,L,手,863
5828,手袋,805,"general noun",tebukuro,glove,L,手,863
6015,手形,757,"general noun",tegata,draft,L,手,863
6533,手動,629,"general noun",syudoo,manual,L,手,863
7039,手薄,536,"adjectival noun, na-adjective",teusu,"short of hands",L,手,863
7514,手製,464,"general noun",tesei,handmade,L,手,863
7719,手中,434,"general noun",syutyuu,"in one's hands",L,手,863
7944,手帖,405,"general noun",tetyoo,notebook,L,手,863
8145,手引,379,"general noun",tebiki,guidance,L,手,863
8407,手際,352,"general noun",tegiwa,performance,L,手,863
8502,手数,343,"general noun",tesuu,trouble,L,手,863
8796,手筋,312,"general noun",tesuzi,"lines of the palm",L,手,863
8919,手先,301,"general noun",tesaki,fingers,L,手,863
9186,手玉,277,"general noun",tedama,beanbags,L,手,863
9234,手品,272,"light-verb -suru attached",tezina,"sleight of hand",L,手,863
9603,手綱,244,"general noun",tazuna,bridle,L,手,863
9718,手芸,237,"general noun",syugei,handicrafts,L,手,863
10036,手柄,217,"general noun",tegara,achievement,L,手,863
10916,手心,170,"general noun",tegokoro,discretion,L,手,863
11743,手工,136,"general noun",syukoo,handicrafts,L,手,863
11922,手合,130,"general noun",teai,"that kind",L,手,863
11951,手羽,129,"general noun",teba,"chicken wing",L,手,863
12327,手狭,117,"adjectival noun, na-adjective",tezema,narrow,L,手,863
12381,手塩,115,"general noun",tesio,"table salt",L,手,863
12665,手続,106,"light-verb -suru attached",tetuzuki,procedure,L,手,863
12905,手甲,100,"general noun",tekkoo,"covering for the back of the hand and wrist",L,手,863
13034,手練,96,"general noun",syuren,skill,L,手,863
13081,手指,95,"general noun",syusi,finger,L,手,863
13218,手管,92,"general noun",tekuda,wiles,L,手,863
13410,手鏡,87,"general noun",tekagami,hand-mirror,L,手,863
13750,手近,79,"adjectival noun, na-adjective",tezika,near,L,手,863
14518,手荒,64,"adjectival noun, na-adjective",teara,violent,L,手,863
15089,手刀,55,"general noun",tegatana,"hand used like a sword in striking",L,手,863
15150,手相,54,"general noun",tesoo,"palm reading",L,手,863
16162,手下,41,"general noun",tesita,subordinate,L,手,863
16523,手短,37,"adjectival noun, na-adjective",temizika,short,L,手,863
16619,手毬,36,"general noun",temari,"traditional Japanese handball game",L,手,863
16834,手駒,34,"general noun",tegoma,"under one's control",L,手,863
16922,手代,33,"general noun",tedai,"sales clerk",L,手,863
17022,手技,32,"general noun",syugi,craft,L,手,863
17023,手狭,32,"general noun",tezema,narrow,L,手,863
17360,手水,29,"general noun",temizu,"water for washing or moistening one's hands",L,手,863
17603,手鞠,27,"general noun",temari,"traditional Japanese handball game",L,手,863
17604,手交,27,"light-verb -suru attached",syukoo,"handing over",L,手,863
18172,手鍋,23,"general noun",tenabe,pan,L,手,863
18618,手垢,20,"general noun",teaka,"finger marks",L,手,863
18619,手酌,20,"general noun",tezyaku,"helping oneself to a drink",L,手,863
18620,手織,20,"general noun",teori,handwoven,L,手,863
18812,手旗,19,"general noun",tebata,flag,L,手,863
19600,手箱,15,"general noun",tebako,"box to keep valuables, etc.",L,手,863
19822,手鑑,14,"general noun",tekagami,"collection of handwriting",L,手,863
20600,手長,11,"general noun",tenaga,long-armed,L,手,863
20601,手兵,11,"general noun",syuhei,"one's troops",L,手,863
21226,手許,9,"general noun",temoto,"at hand",L,手,863
21227,手跡,9,"general noun",syuseki,handwriting,L,手,863
21228,手洗,9,"general noun",tearai,"washing one's hands",L,手,863
21641,手頃,8,"adjectival noun, na-adjective",tegoro,moderate,L,手,863
21642,手勢,8,"general noun",tezei,"one's troops",L,手,863
22066,手書,7,"light-verb -suru attached",syusyo,"writing by oneself",L,手,863
22067,手摺,7,"general noun",tesuri,handrail,L,手,863
22528,手桶,6,"general noun",teoke,pail,L,手,863
22529,手斧,6,"general noun",tyoona,hatchet,L,手,863
23070,手鼻,5,"general noun",tebana,"blowing one's nose with one's fingers",L,手,863
23712,手業,4,"general noun",tewaza,"work using the hands",L,手,863
24431,手職,3,"general noun",tesyoku,handicraft,L,手,863
24432,手偏,3,"general noun",tehen,"kanji ""hand"" radical at left ",L,手,863
25424,手傷,2,"general noun",tekizu,"wound suffered in a fight",L,手,863
25425,手提,2,"general noun",tesage,handbag,L,手,863
25426,手籠,2,"general noun",tekago,handbasket,L,手,863
25427,手鉤,2,"general noun",tekagi,"short gaff",L,手,863
26833,手頃,1,"general noun",tegoro,moderate,L,手,863
26834,手妻,1,"general noun",tezuma,"sleight of hand",L,手,863
26835,手事,1,"general noun",tegoto,"long interlude",L,手,863
26836,手車,1,"general noun",teguruma,handcart,L,手,863
26837,手燭,1,"general noun",syusyoku,"portable candlestick",L,手,863
26838,手癖,1,"general noun",tekuse,"having sticky fingers",L,手,863
26839,手枷,1,"general noun",tekase,handcuffs,L,手,863
26840,手箒,1,"general noun",tebooki,"whisk broom",L,手,863
28,選手,122240,"general noun",sensyu,player,R,手,863
169,相手,46710,"general noun",aite,companion,R,手,863
205,投手,41832,"general noun",toosyu,pitcher,R,手,863
273,大手,35900,"general noun",oote,"major company",R,手,863
835,若手,14271,"general noun",wakate,"young person",R,手,863
1327,歌手,8382,"general noun",kasyu,singer,R,手,863
1554,捕手,6816,"general noun",hosyu,catcher,R,手,863
1581,入手,6666,"light-verb -suru attached",nyuusyu,obtaining,R,手,863
1682,着手,6146,"light-verb -suru attached",tyakusyu,"to start work",R,手,863
1728,上手,5999,"adjectival noun, na-adjective",zyoozu,skill,R,手,863
1792,先手,5733,"general noun",sente,"the first move",R,手,863
1886,番手,5271,suffix,bante,count,R,手,863
1981,後手,4875,"general noun",gote,"losing the initiative",R,手,863
2003,拍手,4811,"light-verb -suru attached",hakusyu,"clapping hands",R,手,863
2265,勝手,4034,"adjectival noun, na-adjective",katte,"one's own convenience",R,手,863
2467,苦手,3612,"adjectival noun, na-adjective",nigate,poor,R,手,863
2581,握手,3364,"light-verb -suru attached",akusyu,handshake,R,手,863
2599,一手,3311,"general noun",itte,move,R,手,863
2616,助手,3268,"general noun",zyosyu,helper,R,手,863
2920,両手,2765,"general noun",ryoote,"both hands",R,手,863
2988,騎手,2671,"general noun",kisyu,horseman,R,手,863
3055,下手,2589,"general noun, adjectival noun, na-adjective","simote, heta","lower part, unskillful",R,手,863
3063,右手,2568,"general noun",migite,"right hand",R,手,863
3292,派手,2312,"adjectival noun, na-adjective",hade,showy,R,手,863
3333,切手,2270,"general noun",kitte,stamp,R,手,863
3455,王手,2158,"general noun",oote,checkmate,R,手,863
3561,左手,2047,"general noun",hidarite,"left hand",R,手,863
3650,野手,1957,"general noun",yasyu,fielder,R,手,863
3710,好手,1905,"general noun",koosyu,expert,R,手,863
4535,悪手,1322,"general noun",akusyu,"poor move",R,手,863
4750,片手,1213,"general noun",katate,"one hand",R,手,863
5111,空手,1068,"general noun",karate,karate,R,手,863
5199,人手,1032,"general noun",hitode,starfish,R,手,863
5232,旗手,1017,"general noun",kisyu,standard-bearer,R,手,863
5573,痛手,891,"general noun",itade,"serious wound",R,手,863
5718,山手,836,"general noun",yamate,"place near the mountains",R,手,863
5868,名手,796,"general noun",meisyu,master,R,手,863
5899,横手,788,"general noun",yokote,side,R,手,863
6428,逆手,654,"general noun",sakate,"underhand grip",R,手,863
6763,小手,585,"general noun",kote,forearm,R,手,863
7051,土手,535,"general noun",dote,embankment,R,手,863
7189,新手,515,"general noun",arate,"fresh supply of troops",R,手,863
7555,上手,458,"general noun",zyoozu,skill,R,手,863
7779,取手,427,"general noun",totte,handle,R,手,863
8219,追手,370,"general noun",otte,pursuer,R,手,863
8918,元手,301,"general noun",motode,funds,R,手,863
8957,素手,298,"general noun",sude,unarmed,R,手,863
9712,挙手,237,"light-verb -suru attached",kyosyu,"one's hand",R,手,863
9732,軍手,236,"general noun",gunte,"cotton gloves",R,手,863
10402,妙手,197,"general noun",myoosyu,"spectacular move",R,手,863
10622,苦手,184,"general noun",nigate,poor,R,手,863
10800,厚手,175,"general noun",atude,thick,R,手,863
10853,貸手,173,"general noun",kasite,lender,R,手,863
11226,平手,157,"general noun",hirate,palm,R,手,863
11478,裏手,147,"general noun",urate,back,R,手,863
11522,女手,145,"general noun",onnade,"female labor",R,手,863
11918,仕手,130,"general noun",site,doer,R,手,863
11955,触手,129,"general noun",syokusyu,feeler,R,手,863
